"Category", "Name", "Threadcount"
"Scottish Tartans Society", "Leighton", "h#703000o#401020y#F0C000i#003000f#800000[o20(y3o20i36o20h16o28)f8"
"Scottish Tartans Society", "Leith", "r#C00000k#000000j#000050g#008000b#304080a#5480B0[a10(k4a34b6a6j44a6g44a6b6a54k4)r8"
"Scottish Tartans Society", "Leith, (Hay)", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080[k6(r2y2k4r32g4r2y2r4g30w2k30r2b30r4y2r2b4r32k4y2r2)k6"
"Scottish Tartans Society", "Leitrim", "r#C00000o#FF8500n#808080d#401000[n6(d36n8d6n8r26n6n36d4)o6"
"Scottish Tartans Society", "Lendrum, or MacFarlane", "r#C00000k#000000[k67(r32k6)r32"
"Scottish Tartans Society", "Lennie", "p#800080k#000000g#008000a#5480B0[g4(p16k18a4g20)k4"
"Scottish Tartans Society", "Lennox", "w#E0E0E0r#C00000g#008000f#800000[g4(w2g20f4r20f2)r4"
"Scottish Tartans Society", "Lennox, dress", "w#E0E0E0t#806050r#C00000p#800080[r16(p4r48p10w50t4)w16"
"Scottish Tartans Society", "Lennox, dress ", "w#E0E0E0u#703000r#C00000p#800080b#304080[r16(p4r48b10w52u4)w16"
"Scottish Tartans Society", "Les Cercles de Fermieres du Quebec", "y#F0C000w#E0E0E0t#806050k#000000i#003000g#008000b#304080[b32(i80w10b50g60y8i6w6k8b30g44w4i38g4t16k8)t32"
"Scottish Tartans Society", "Leslie", "y#F0C000r#C00000k#000000b#304080[k2(r64b32r8k12y2k12)r8"
"Scottish Tartans Society", "Leslie, Hebridean", "o#D03030w#E0E0E0k#000000g#008000b#304080[k12(g30w4b44o4)k8"
"Scottish Tartans Society", "Leslie, hunting", "w#E0E0E0r#C00000k#000000g#008000b#304080[k2(g16w2k16b16)r4"
"Scottish Tartans Society", "Limerick", "y#F0C000r#C00000g#008000d#401000b#304080[b4(r6g30b4d6b4d10b4d6y8)d12"
"Scottish Tartans Society", "Lindsay", "i#800030o#102040x#004010[x48(o6x6o6x6o18i48x6)i8"
"Scottish Tartans Society", "Lindsay ", "j#000050i#003000f#800000[i40(j4i4j4i4j16f48j4)f6"
"Scottish Tartans Society", "Lindsay  ", "r#C00000k#000000g#008000c#900030[g24(k2g2k2g2c10r20k2)r4"
"Scottish Tartans Society", "Lindsay   ", "r#C00000k#000000i#003000g#008000[g24(i2g2i2g2k10r20k2)r4"
"Scottish Tartans Society", "Lindsay, dress", "w#E0E0E0g#008000b#304080[g66(b8g8b8g8b24w66b6)w12"
"Scottish Tartans Society", "Lindsay, dress Red", "w#E0E0E0r#C00000g#008000[g52(r6g6r6g6r22w54r6)w10"
"Scottish Tartans Society", "Lions", "y#F0C000w#E0E0E0p#800080k#000000a#5480B0[p50(a2w2k2y2p6w2y10p8k2a4p4w2a2w2p4a4p4k4)w10"
"Scottish Tartans Society", "Little of Morton Rig", "o#600030y#F0C000w#E0E0E0k#000000[k10(w7k8w7k8o14k4o14k16)y2"
"Scottish Tartans Society", "Livingston", "r#C00000k#000000g#008000[g40(k4r6k4r12g40r58g6)r20"
"Scottish Tartans Society", "Livingston, dress", "y#F0C000w#E0E0E0k#000000b#304080[b133(w16k8w8k2y4k2w54k8w8k16w8k16w16k2)y12"
"Scottish Tartans Society", "Livingstone", "r#C00000g#008000[g28(r8g4r4g4r8g38r60g4)r18"
"Scottish Tartans Society", "Livingstone ", "r#C00000k#000000g#008000[g24(r8k2r4k2r8g32r40g4)r16"
"Scottish Tartans Society", "Livingstone Wedding Dress", "w#E0E0E0r#C00000k#000000g#008000[g52(r10k2r4k2r10g32r10w32g4)w16"
"Scottish Tartans Society", "Livingstone, MacLay MacLeay", "y#F0C000r#C00000k#000000g#008000a#5480B0[r56(g8k8g8k8a12)y2"
"Scottish Tartans Society", "Lloyd of, Dolobran", "w#E0E0E0r#C00000k#000000g#008000b#304080[b20(k4b20k20g16r4g16k4g16w4g16)k40"
"Scottish Tartans Society", "Loch Carron", "w#E0E0E0r#C00000k#000000g#008000b#304080[g10(b50k38g46k4w4k10w4k4g46k38b60)r10"
"Scottish Tartans Society", "Loch Garth", "z#906030y#F0C000t#806050[t48(z24t8)y4"
"Scottish Tartans Society", "Loch Katrine", "i#30A010o#8080D0w#E0E0E0q#000030m#802040[o16(q22w6q22i24i20)m4"
"Scottish Tartans Society", "Loch Laggan", "r#C00000k#000000g#008000[g7(k7g101r7g6)r19"
"Scottish Tartans Society", "Loch Leven, Check", "w#E0E0E0q#000030g#008000a#5480B0[q4(g26q22a8w18)q4"
"Scottish Tartans Society", "Loch Lomond", "i#102040o#300030y#F0C000x#004010p#800080f#800000[o8(p30x20o16f8i6f6y6)f56"
"Scottish Tartans Society", "Loch Lomond ", "w#E0E0E0j#000050a#5480B0[a74(w18a6j18)w6"
"Scottish Tartans Society", "Loch Lomond  ", "y#F0C000w#E0E0E0r#C00000g#008000[g44(w28r14)y2"
"Scottish Tartans Society", "Loch Lomond Millennium", "i#102040o#407050y#F0C000r#C00000k#000000b#304080[k6(o4k24i8b38r6b38i8k24o4)y6"
"Scottish Tartans Society", "Loch Morar", "w#E0E0E0r#C00000d#401000[r76(w18r6d18)w6"
"Scottish Tartans Society", "Loch Ness", "w#E0E0E0t#806050r#C00000k#000000[k10(t70w20k20w4)r20"
"Scottish Tartans Society", "Loch Rannoch", "w#E0E0E0k#000000g#008000[g37(w9g3k9)w3"
"Scottish Tartans Society", "Loch Rannoch ", "z#906030t#806050g#008000d#401000[d48(g4d10z28g4z10t34)d4"
"Scottish Tartans Society", "Loch Tummel", "z#906030w#E0E0E0d#401000[z76(w18z6d18)w6"
"Scottish Tartans Society", "Lochaber", "r#C00000b#304080a#5480B0[b2(a2b16)r2"
"Scottish Tartans Society", "Lochaber ", "r#C00000k#000000g#008000b#304080a#5480B0[g8(a4b72r4k80g72r4)g12"
"Scottish Tartans Society", "Lochaber  ", "r#C00000k#000000g#008000b#304080a#5480B0[g8(a4b66r4k70g66k2r4k2)g8"
"Scottish Tartans Society", "Lochaber, Cameron", "r#C00000k#000000g#008000b#304080a#5480B0[b16(a6b80r6k88a6r6g80r4k8)r14"
"Scottish Tartans Society", "Lochaber, Old..", "r#C00000b#304080a#5480B0[b8(a4b64r4b140r4)b12"
"Scottish Tartans Society", "Lochiel, (Cameron)", "o#600030y#F0C000r#C00000g#008000b#304080[g8(o6g6r72b4y4r6b24r6y4b4r6g80r6b4y4)r72"
"Scottish Tartans Society", "Lochinvar Marine Harvest", "x#004010p#800080k#000000j#000050[x20(k4x4k4x4k14j16p4j16k14x16k4)x4"
"Scottish Tartans Society", "Lochnagar", "w#E0E0E0p#800080n#808080[w4(p4n28n16n4)w4"
"Scottish Tartans Society", "Lockhart", "r#C00000k#000000j#000050g#008000[g26(k6j32r4j32k12g68k6)g26"
"Scottish Tartans Society", "Logan", "o#D03030r#C00000g#008000[g4(r16g60o16g4o16)g40"
"Scottish Tartans Society", "Logan ", "r#C00000g#008000b#304080[b32(r12b4r12g56r12)b4"
"Scottish Tartans Society", "Logan  ", "y#F0C000r#C00000g#008000b#304080[b18(r6y2r6g18r6)y2"
"Scottish Tartans Society", "Logan, Dark", "o#D03030r#C00000k#000000g#008000[k2(r8g30o8k2o8)k18"
"Scottish Tartans Society", "Logan, Light", "i#30A010o#D03030r#C00000p#800080[p18(o8p2o8i30r8)p2"
"Scottish Tartans Society", "Logan, or MacLennan", "y#F0C000r#C00000k#000000g#008000b#304080[b4(r4b4r4b16k16g16r4g4)y4"
"Scottish Tartans Society", "Logan, or Skene", "r#C00000g#008000b#304080[b18(r6b2r6g18r6)b2"
"Scottish Tartans Society", "Logan, with Yellow", "y#F0C000r#C00000p#800080g#008000[p32(r12y4r12g56r12)y4"
"Scottish Tartans Society", "Loganair, Uniform Skirt", "w#E0E0E0r#C00000n#808080k#000000[r10(n64k62)w10"
"Scottish Tartans Society", "London Scottish Rugby Club", "w#E0E0E0r#C00000q#000030k#000000g#008000[k8(g16q26w2q80)r10"
"Scottish Tartans Society", "London'88", "y#F0C000w#E0E0E0r#C00000n#808080k#000000b#304080[k4(n4r4b6w10b4y4b4k8n8b110)y8"
"Scottish Tartans Society", "London, Caledonian", "r#C00000g#008000b#304080a#5480B0[r18(b4r42a4r4b16r4g4r4g34r4b4)r16"
"Scottish Tartans Society", "Londonderry", "i#D08010o#D00000k#000000g#008000[g12(k8o20i32g48k8)o24"
"Scottish Tartans Society", "Longford", "t#806050r#C00000k#000000g#008000b#304080[b16(k6b36g12k16g12t24r10t24)r6"
"Scottish Tartans Society", "Longniddry, Green", "o#30A010w#E0E0E0i#003000g#008000[g84(o4w4o4g10i24w64)g8"
"Scottish Tartans Society", "Longniddry, dress", "o#8080D0w#E0E0E0p#800080b#304080[p84(b4w4b4p10o24w64)p8"
"Scottish Tartans Society", "Longniddry, dress (Turquoise)", "o#606080w#E0E0E0k#000000a#5480B0[a84(k4w4k4a10o24w64)a8"
"Scottish Tartans Society", "Longniddry, dress Burgundy", "o#D03030w#E0E0E0r#C00000c#900030[c84(o4w4o4c10r24w64)c8"
"Scottish Tartans Society", "Lords, of Skye", "w#E0E0E0t#806050k#000000[k92(t14k16)w40"
"Scottish Tartans Society", "Lorne", "k#000000g#008000b#304080[b4(k2g16k2g2k2g2k16b2k2b2k2b16k2)g4"
"Scottish Tartans Society", "Lorne, Marquis of", "o#30A010y#F0C000w#E0E0E0r#C00000k#000000b#304080[b6(k6o4k28o4k4o40r4o4w4o4y4o40k4o4k28o4)k6"
"Scottish Tartans Society", "Lorne, Marquis of ", "o#30A010y#F0C000w#E0E0E0r#C00000i#003000b#304080[b20(i20o16i92o6i6o110y8o10w8o10r8o110i6o6i92o16)i20"
"Scottish Tartans Society", "Lossiemouth/Hersbruck", "o#300030w#E0E0E0q#000030k#000000i#003000[i52(q6i24k20o30)w4"
"Scottish Tartans Society", "Louise", "r#C00000k#000000g#008000b#304080[g8(k4b36k28g4k4g4k4g36r4)g4"
"Scottish Tartans Society", "Louise ", "r#C00000k#000000g#008000b#304080[b2(k2b18k12g2k2g2k2g12r2)k2"
"Scottish Tartans Society", "Louise  ", "r#C00000k#000000g#008000b#304080[b4(r2g16k4g4k4g4k16b4k4b4k4b16k2)g4"
"Scottish Tartans Society", "Louth", "f#FFE000h#602040i#606080z#906030r#C00000o#FF8500[i76(h8i16f4i8o6i8i28r14i4r8)z4"
"Scottish Tartans Society", "Lovat, or Fraser", "r#C00000p#800080g#008000[p4(r20g72r16p38)r160"
"Scottish Tartans Society", "Lovat, or Fraser ", "r#C00000p#800080g#008000[p2(r14p44r46p2r46g44r14)p2"
"Scottish Tartans Society", "Lumsden 1797", "r#C00000g#008000b#304080[b20(r100b80r20g20r20g80r100)g20"
"Scottish Tartans Society", "Lumsden Green", "r#C00000k#000000j#000050g#008000b#304080[g32(b4k4b4g32r6j30r4j30r6k32b4g4b4g4b4)k32"
"Scottish Tartans Society", "Lumsden Short Version", "y#F0C000w#E0E0E0r#C00000g#008000b#304080[g12(w2g12r6g6y2g6r6g8r6g10r18g4r8g4r18w2r8b22r4b22r8w2r18b2r2b4r2b2)r18"
"Scottish Tartans Society", "Lumsden Waistcoat", "y#F0C000w#E0E0E0r#C00000g#008000b#304080[g40(r12g40r38g4r4g6r4g4r40g4r4g6r4g4r38w4r20b52r12b52r20w4r42g6r18g6r44g22r18g20r16g12y6g12r16g40w4)g42"
"Scottish Tartans Society", "Lumsden, of Clova", "w#E0E0E0r#C00000g#008000b#304080[b18(r4b18r18g2r2g4r2g2r18g2r2g4r2g2r18w2r8b22r4b22r8w2r18g4r8g4r18g18r4)g18"
"Scottish Tartans Society", "Lynch", "o#006030r#C00000b#304080[b14(o12b202r14b12)r38"
"Scottish Tartans Society", "MacAart", "y#F0C000t#806050r#C00000k#000000g#008000[r6(g12k2y2k2g12r4t4k4)t18"
"Scottish Tartans Society", "MacAlister", "o#30A010w#E0E0E0r#C00000i#003000b#304080a#5480B0[b20(r4w4r6i24o4r16o4i24r20w4r4b32r4w4r44a4r4i88r4a4r128a4r4i88r4a4r48w4r4i24r8a8r8w4r8a8r8i24o4)r64"
"Scottish Tartans Society", "MacAlister ", "o#30A010w#E0E0E0r#C00000g#008000b#304080a#5480B0[r16(o2g4r4a2r2w2r2a2r4g6r2w2r12a2r2g24r2a2r32a2r2g24r2a2r12w2r2b8r2w2r4g6o2r4o2g6r6w2r2b4r2w2)r16"
"Scottish Tartans Society", "MacAlister  ", "r#C00000g#008000b#304080a#5480B0[r8(a2r2g12r24a2r2g36r2a2r64a2r2g36r2a2r24b16r16g16r8g16)r64"
"Scottish Tartans Society", "MacAlister   ", "y#F0C000r#C00000g#008000b#304080a#5480B0[r48(g12y4r8y4g12r12b12r24a4r4g32r4a4r48a4r4g32r4a4r24g8r4a4r8a4r4g12y4)r16"
"Scottish Tartans Society", "MacAlister of Glenbarr", "t#806050g#008000b#304080[g8(t4g4t4g4t6b2t2g8t2b2t24b4)t6"
"Scottish Tartans Society", "MacAlpine", "o#102040y#F0C000w#E0E0E0k#000000g#008000[o16(g4o4g24k4g24o4g4o16w4k16g4k16)y8"
"Scottish Tartans Society", "MacAlpine ", "y#F0C000w#E0E0E0k#000000g#008000[g4(k4g24k4g24k4g4k16w4k16g4k16y4)k16"
"Scottish Tartans Society", "MacArthur", "y#F0C000k#000000g#008000[k30(g4k8g36y4)g36"
"Scottish Tartans Society", "MacArthur ", "y#F0C000k#000000g#008000[k32(g6k12g30)y3"
"Scottish Tartans Society", "MacArthur of Milton, hunting", "p#800080k#000000g#008000b#304080[g28(b4g4k16p18)k4"
"Scottish Tartans Society", "MacArthur, ?", "y#F0C000r#C00000k#000000g#008000[r6(g60k24g12k32)y4"
"Scottish Tartans Society", "MacArthur-Fox", "r#C00000k#000000g#008000[k19(g8k10g31)r3"
"Scottish Tartans Society", "MacArthur-Fox, dress", "r#C00000f#800000b#304080a#5480B0[a8(f64b12f12b52)r8"
"Scottish Tartans Society", "MacAulay", "w#E0E0E0r#C00000k#000000g#008000[k4(r32g12r6g16)w2"
"Scottish Tartans Society", "MacAulay ", "w#E0E0E0r#C00000k#000000g#008000b#304080[r96(b2g48b2r20b2g24k2)w8"
"Scottish Tartans Society", "MacAuley, hunting", "w#E0E0E0r#C00000k#000000g#008000[r4(g24k8g16k32w2k32)g12"
"Scottish Tartans Society", "MacBain/MacBean", "w#E0E0E0r#C00000k#000000g#008000c#900030a#5480B0[g20(w4r10c10g4c10r10w4k4g24k4w4a10k4w4k4a10w4)r120"
"Scottish Tartans Society", "MacBean", "w#E0E0E0r#C00000k#000000g#008000c#900030b#304080a#5480B0[g6(w2r4c4g2c4r4w2k2g12k2w2b4a2w2a2b4w2)r48"
"Scottish Tartans Society", "MacBean ", "w#E0E0E0r#C00000m#802040k#000000g#008000b#304080[g14(w4r8m8g4m8r8w4k4g20k4w4k4b4w4b4k8w4)r114"
"Scottish Tartans Society", "MacBean dress", "w#E0E0E0r#C00000m#802040k#000000g#008000a#5480B0[g20(w8r8m8g4m8r8w8g20w8a8w4a8w46k4)r4"
"Scottish Tartans Society", "MacBean, MacElvain", "r#C00000k#000000g#008000b#304080[b2(r8g24r6b12r24)k4"
"Scottish Tartans Society", "MacBean, MacVean", "w#E0E0E0r#C00000m#802040k#000000j#000050g#008000f#800000b#304080a#5480B0[g12(w4m6r6f6g4f6r6m6w4k4g18k4w4j4b4a4w4a4b4j4w4)r64"
"Scottish Tartans Society", "MacBean, Meta..", "w#E0E0E0r#C00000m#802040k#000000g#008000a#5480B0[k12(w80a10w4a10w10g24w10r10m10g4m10r10w10g20w10r10m10g4m10r10w10g24w10a10w4a10w80)r12"
"Scottish Tartans Society", "MacBeth", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080[b80(y8k6w4k6w4k6g20r12k4r8)w4"
"Scottish Tartans Society", "MacBeth ", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080[b66(r16k24y4k8w8k8g24b16k8b8)w4"
"Scottish Tartans Society", "MacBeth, MacLulich", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080[b72(y8k12y2k2w2k2g16r12k2r6)w2"
"Scottish Tartans Society", "MacBride", "o#800070y#F0C000k#000000g#008000b#304080[y6(g30k30g30o6g30k30b30k4b30k30g30)y6"
"Scottish Tartans Society", "MacCainsh", "y#F0C000r#C00000k#000000g#008000b#304080[r4(b16k2g4k2g8k2g4k2b16)y4"
"Scottish Tartans Society", "MacCallum", "k#000000g#008000b#304080a#5480B0[g16(k4a2g8k12b12)k2"
"Scottish Tartans Society", "MacCallum ", "r#C00000k#000000g#008000b#304080[k2(b12k12g12r2g12)k12"
"Scottish Tartans Society", "MacCallum, High School", "n#808080b#304080[n54(b18n6b66)n6"
"Scottish Tartans Society", "MacCallum, of Berwick", "y#F0C000r#C00000k#000000g#008000b#304080[b20(r14b62k50g46k16b14k16)y10"
"Scottish Tartans Society", "MacCaskill", "y#F0C000r#C00000k#000000g#008000b#304080[k4(r2g30k30b30y2)k4"
"Scottish Tartans Society", "MacCaughan, or MacEachain", "o#800070r#C00000k#000000g#008000b#304080[o8(g24k8b24k4)r8"
"Scottish Tartans Society", "MacClellan", "y#F0C000r#C00000k#000000g#008000b#304080[b18(k5g3r3g6k2y2k2g6r3g3k10b5)k10"
"Scottish Tartans Society", "MacColl", "r#C00000g#008000b#304080[g8(r2g2r24b2r2b6r2b2r4g16r2b2)r24"
"Scottish Tartans Society", "MacColl ", "t#806050r#C00000g#008000b#304080[g8(r2g2r24t2r2b6r2t2r4t16r2g2)r24"
"Scottish Tartans Society", "MacColl  ", "t#806050r#C00000g#008000b#304080[g8(r2g2r24t2r2b6r2t2r4g16r2t2)r24"
"Scottish Tartans Society", "MacColl, Ancient", "o#005020r#C00000g#008000c#900030b#304080[c4(r4g4r16g52r16c4g2r4b4r4o4r16b52r12c6)r14"
"Scottish Tartans Society", "MacColl, hunting", "i#607030w#E0E0E0r#C00000c#900030b#304080[c4(r4i4r14i44r14c4w2r4b4r4w2c4r14b44r12c6)r12"
"Scottish Tartans Society", "MacConnell", "w#E0E0E0r#C00000g#008000b#304080a#5480B0[b44(g12b10a4g44r12g10r8g18)w6"
"Scottish Tartans Society", "MacCormick, dress", "r#C00000k#000000g#008000[k6(g26k20r26k4)r6"
"Scottish Tartans Society", "MacCorquodale", "r#C00000k#000000b#304080a#5480B0[b8(k8a48k48b56k8)r14"
"Scottish Tartans Society", "MacCoul", "r#C00000g#008000c#900030b#304080[c8(r72b2r4g24r24g24c12r4c12b24r8g4r8g4r4c4)r24"
"Scottish Tartans Society", "MacCrimmon from Skye", "y#F0C000r#C00000k#000000a#5480B0[r10(k6a44k34a44k6)y10"
"Scottish Tartans Society", "MacDiarmid", "w#E0E0E0r#C00000k#000000g#008000[r10(g112k4w10k4g112r32k166r32g112k4w10k4g112)r10"
"Scottish Tartans Society", "MacDiarmid ", "w#E0E0E0r#C00000k#000000g#008000[r6(k12r6k12g12k2w2k2g12)r2"
"Scottish Tartans Society", "MacDiarmid  ", "w#E0E0E0r#C00000k#000000g#008000[k24(r4k56g24k2w6k2g24)r8"
"Scottish Tartans Society", "MacDiarmid, dress", "w#E0E0E0r#C00000k#000000g#008000[r4(g32k3w4k3g32w37r12)w38"
"Scottish Tartans Society", "MacDona", "r#C00000k#000000j#000050g#008000[k18(g17r12g17j18g52)r35"
"Scottish Tartans Society", "MacDonald 1", "r#C00000g#008000b#304080[b2(r8g24r6b12r48b2r4)g4"
"Scottish Tartans Society", "MacDonald 2", "r#C00000k#000000g#008000b#304080[b16(r4b4r8b20r4k22g20r8g4r4)g16"
"Scottish Tartans Society", "MacDonald 3", "r#C00000k#000000g#008000b#304080[b24(r4b4r10b52r4k58g54r10g4r4)g24"
"Scottish Tartans Society", "MacDonald 4", "r#C00000k#000000g#008000b#304080[b34(r4b4r12b64r4k68g64r12g4r4)g34"
"Scottish Tartans Society", "MacDonald 5", "r#C00000k#000000g#008000b#304080[b32(r4b4r10b58r4k62g58r10g4r4)g32"
"Scottish Tartans Society", "MacDonald 6", "r#C00000k#000000g#008000[g10(r2g2r10g12k14r2k14r8k2r2)k12"
"Scottish Tartans Society", "MacDonald 7", "r#C00000k#000000g#008000b#304080[b22(r4b4r8b30r4k30g30r8g4r4)g22"
"Scottish Tartans Society", "MacDonald 8", "r#C00000k#000000g#008000b#304080[b16(r2b4r6b24r2k24g24r6g4r2)g16"
"Scottish Tartans Society", "MacDonald of Boisdale", "o#30A010w#E0E0E0r#C00000g#008000b#304080[r32(w2b12w2r8o2g12o2r8o2g32o2r48w2b64w2r12w2b12w2)r32"
"Scottish Tartans Society", "MacDonald of Clanranald 1", "w#E0E0E0r#C00000k#000000g#008000b#304080[b32(r4b4r14b62r4k64w6g62r14g4r4)g32"
"Scottish Tartans Society", "MacDonald of Clanranald 2", "w#E0E0E0r#C00000k#000000g#008000b#304080[b16(r2b4r6b24r2k24w2g24r6g4r2)g16"
"Scottish Tartans Society", "MacDonald of Clanranald 3", "w#E0E0E0r#C00000k#000000g#008000b#304080[b40(r4b6r12b64r4k64w4g60r12g8r4g8)w2"
"Scottish Tartans Society", "MacDonald of Clanranald 4", "w#E0E0E0r#C00000k#000000g#008000b#304080[b12(r4b4r6b24r4k22w4g22r6g4r4)g12"
"Scottish Tartans Society", "MacDonald of Glenaladale", "w#E0E0E0r#C00000g#008000b#304080a#5480B0[b3(a1r30b32r3w1r3g23r31b3)w1"
"Scottish Tartans Society", "MacDonald of Glenaladale ", "o#D03030g#008000c#900030b#304080[g10(o4c10g4c82b24c12g64c4b4o4)c14"
"Scottish Tartans Society", "MacDonald of Glencoe", "o#D03030g#008000c#900030b#304080a#5480B0[g8(o2c8g4c96a2b26c12g80c4b4o2)c12"
"Scottish Tartans Society", "MacDonald of Glencoe/Ardnamurchan", "y#F0C000r#C00000k#000000[y4(k2r24k16r8k16)r8"
"Scottish Tartans Society", "MacDonald of Kingsburgh", "y#F0C000w#E0E0E0r#C00000g#008000[r6(g6y2r36w2g42y2g2)y6"
"Scottish Tartans Society", "MacDonald of Lochmaddy", "w#E0E0E0r#C00000g#008000b#304080a#5480B0[g6(r4g2r32w2a4r4b8r4a4w2r4g28r4a4w2)r26"
"Scottish Tartans Society", "MacDonald of Sleat", "r#C00000g#008000[r72(g4r10)g32"
"Scottish Tartans Society", "MacDonald of Staffa 1", "w#E0E0E0r#C00000g#008000b#304080[r32(g2r2g2r2g2r2g2r12g2b2g12b2r2g2r8g2r2b8r8w2r8g8w2g8r2g2r12g2r16)w2"
"Scottish Tartans Society", "MacDonald of Staffa 2", "w#E0E0E0r#C00000k#000000g#008000b#304080[r32(g2r2g2r2g2r2g2r12g2b2g12k2r2g2r8g2r2b8r8w2r8g8w2g8r2g2r12g2r16)w2"
"Scottish Tartans Society", "MacDonald of Staffa 3", "w#E0E0E0r#C00000k#000000j#000050g#008000[r37(g2r2g2r2g2r2g2r11k2g11r3g2r11g2r3j9r11w2r9g11w2g11r3g2r9g2r19)w2"
"Scottish Tartans Society", "MacDonald of Staffa 4", "w#E0E0E0r#C00000g#008000f#800000b#304080[w2(r10f4g14r24g4b4r4g28r12b4g4r8)f4"
"Scottish Tartans Society", "MacDonald of Staffa 5", "w#E0E0E0r#C00000k#000000g#008000[r16(g10r10g10r10g10r10g10r54g8k6g50k6r10g10r54g10r10g42k32r54w6r54g48w6g48r18g10)r58"
"Scottish Tartans Society", "MacDonald of Staffa 6", "w#E0E0E0r#C00000k#000000g#008000b#304080[r19(b4r5b4r5k4g4r5g4r22g4r5g19w2g19r21w4r21b22r4g4r22g4r4k2g22k2r4g4r20g4r4g4r4g4r4g4r22b4)r24"
"Scottish Tartans Society", "MacDonald of the Isles", "w#E0E0E0r#C00000k#000000g#008000b#304080[r6(b20k24g6k2g2k2g60)w8"
"Scottish Tartans Society", "MacDonald, (Flora.. )", "y#F0C000r#C00000k#000000g#008000b#304080[b20(r4b18r4k28y4)g34"
"Scottish Tartans Society", "MacDonald, Lord Of the Isles hunting", "o#30A010x#004010w#E0E0E0[x24(w2x4w4x4w2x24w2x4w4o4w2)o48"
"Scottish Tartans Society", "MacDonald, Lord of the Isles", "r#C00000k#000000g#008000[k4(r36g4r10)g32"
"Scottish Tartans Society", "MacDonald, Lord of the Isles ", "w#E0E0E0g#008000b#304080[b24(w2b4w4b4w2b2w2b4w4g4w2)g48"
"Scottish Tartans Society", "MacDonald, Pattern of Plaids", "w#E0E0E0r#C00000k#000000b#304080[b16(r4b6r10b30r4k30w34r9w6r4)w16"
"Scottish Tartans Society", "MacDonald, Sir John A.", "w#E0E0E0r#C00000k#000000g#008000b#304080[r24(k8g4w4k42b6k44r8g8r30)w6"
"Scottish Tartans Society", "MacDonald, dress", "o#8080D0w#E0E0E0r#C00000k#000000g#008000b#304080[b8(r2b2r2b2r2b2r2k8r2k8g8r2g2r2g2r2g2r2g8k8w4r2w14o6w46o6w14r2w4)k8"
"Scottish Tartans Society", "MacDonald, dress ", "w#E0E0E0r#C00000k#000000g#008000b#304080[b36(r14b4r4b14r4b4r14b36r4k36w16b14w80b4r16b4w80b14w16r4k36g36r14g4r4g12r4g4r14g36k36)r4"
"Scottish Tartans Society", "MacDonald, dress  ", "w#E0E0E0r#C00000k#000000g#008000b#304080[b24(r6b4r2b16r2b4r6b24r2k24g24r6g4r2g16r2g4r6g24k24w4k8w32k2r8k2w32k8w4k24)r2"
"Scottish Tartans Society", "MacDonald, hunting", "o#30A010w#E0E0E0i#003000e#403030[i24(w2e4w4e4w2e24w2e4w4o4w2)o48"
"Scottish Tartans Society", "MacDonald, of Glencoe", "y#F0C000g#008000c#900030b#304080a#5480B0[g8(y2c8g4c84a2b20c10g60c4b4y2)c10"
"Scottish Tartans Society", "MacDonald, of Pr Edward Island", "y#F0C000w#E0E0E0r#C00000k#000000g#008000b#304080[b16(k18b22k2w4k2b22k18g14r2g4r2g2k2y4k2g6r4g12r2g12k16b12)r48"
"Scottish Tartans Society", "MacDonell of Glengarry", "r#C00000g#008000b#304080[g12(r4g2r48g4r4b12r4g4r6)g36"
"Scottish Tartans Society", "MacDonell of Glengarry ", "w#E0E0E0r#C00000k#000000g#008000b#304080[b16(r8b24r2k24g24r6g4r2g8)w2"
"Scottish Tartans Society", "MacDonell of Glengarry  ", "w#E0E0E0r#C00000k#000000g#008000b#304080[b32(r10b60r4k66g60r10g4r4g14)w4"
"Scottish Tartans Society", "MacDonell of Glengarry   ", "w#E0E0E0r#C00000k#000000g#008000b#304080[b16(r2b4r6b24r2k24g24r6g4r2g8)w2"
"Scottish Tartans Society", "MacDonell of Glengarry, dress", "w#E0E0E0r#C00000k#000000g#008000b#304080[b12(r4b14r4b14r4k14g16r4g6r4g10w4g10r4g6r4g16k18w30k18)r4"
"Scottish Tartans Society", "MacDonell of Keppach", "r#C00000k#000000g#008000[r18(g8r12k4r8k4r16g28r48k4)r8"
"Scottish Tartans Society", "MacDonell of Keppoch ", "r#C00000k#000000g#008000[r48(g8r4g4r4g4r24g48r2k2r48k2r2k2)r12"
"Scottish Tartans Society", "MacDonell of Keppoch  ", "r#C00000g#008000b#304080[r4(b2r28g24r16b2r4b2r12g4)r16"
"Scottish Tartans Society", "MacDonell of Keppoch   ", "r#C00000g#008000b#304080a#5480B0[b2(r8g24r6b12a2r48b2r4)g4"
"Scottish Tartans Society", "MacDonell of Keppoch    ", "w#E0E0E0r#C00000g#008000b#304080[g4(r8g2r64w2b16r8g56r2b2)r12"
"Scottish Tartans Society", "MacDougal 1", "i#D03030o#D00000r#C00000p#800080g#008000a#5480B0[a2(o8i4r4g54r8g4r8p20o6i4r4i4o6g20r20g20r4p4r52o6i4r6)a2"
